ID,Name,physicsAtkRate,magicAtkRate,fireAtkRate,thunderAtkRate,staminaAtkRate,saWeaponAtkRate,saDurabilityRate,correctStrengthRate,correctAgilityRate,correctMagicRate,correctFaithRate,physicsGuardCutRate,magicGuardCutRate,fireGuardCutRate,thunderGuardCutRate,poisonGuardResistRate,diseaseGuardResistRate,bloodGuardResistRate,curseGuardResistRate,staminaGuardDefRate,spEffectId1,spEffectId2,spEffectId3,residentSpEffectId1,residentSpEffectId2,residentSpEffectId3,materialSetId,maxReinforceLevel,darkAtkRate,darkGuardCutRate,correctLuckRate,freezeGuardDefRate,reinforcePriceRate,baseChangePriceRate,enableGemRank,pad2,sleepGuardDefRate,madnessGuardDefRate,baseAtkRate
1911,Standard Catalyst +11,1.33,1.33,1.33,1.33,1.44,1,1,1.88,1.88,1.88,1.88,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0,11,11,1.33,1,1.88,1,3.2,1,0,[0|0|0],1,1,2.32
1912,Standard Catalyst +12,1.36,1.36,1.36,1.36,1.48,1,1,1.96,1.96,1.96,1.96,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0,12,12,1.36,1,1.96,1,3.4,1,0,[0|0|0],1,1,2.44
1913,Standard Catalyst +13,1.39,1.39,1.39,1.39,1.52,1,1,2.04,2.04,2.04,2.04,1,1,1,1,1,1,1,1,1,13,13,0,0,0,0,13,13,1.39,1,2.04,1,3.6,1,0,[0|0|0],1,1,2.56
1914,Standard Catalyst +14,1.42,1.42,1.42,1.42,1.56,1,1,2.12,2.12,2.12,2.12,1,1,1,1,1,1,1,1,1,14,14,0,0,0,0,14,14,1.42,1,2.12,1,3.8,1,0,[0|0|0],1,1,2.68
1915,Standard Catalyst +15,1.45,1.45,1.45,1.45,1.6,1,1,2.2,2.2,2.2,2.2,1,1,1,1,1,1,1,1,1,15,15,0,0,0,0,15,15,1.45,1,2.2,1,4,1,0,[0|0|0],1,1,2.8
1916,Standard Catalyst +16,1.48,1.48,1.48,1.48,1.64,1,1,2.28,2.28,2.28,2.28,1,1,1,1,1,1,1,1,1,16,16,0,0,0,0,16,16,1.48,1,2.28,1,4.2,1,0,[0|0|0],1,1,2.92
1917,Standard Catalyst +17,1.51,1.51,1.51,1.51,1.68,1,1,2.36,2.36,2.36,2.36,1,1,1,1,1,1,1,1,1,17,17,0,0,0,0,17,17,1.51,1,2.36,1,4.4,1,0,[0|0|0],1,1,3.04
1918,Standard Catalyst +18,1.54,1.54,1.54,1.54,1.72,1,1,2.44,2.44,2.44,2.44,1,1,1,1,1,1,1,1,1,18,18,0,0,0,0,18,18,1.54,1,2.44,1,4.6,1,0,[0|0|0],1,1,3.16
1919,Standard Catalyst +19,1.57,1.57,1.57,1.57,1.76,1,1,2.52,2.52,2.52,2.52,1,1,1,1,1,1,1,1,1,19,19,0,0,0,0,19,19,1.57,1,2.52,1,4.8,1,0,[0|0|0],1,1,3.28
1920,Standard Catalyst +20,1.6,1.6,1.6,1.6,1.8,1,1,2.6,2.6,2.6,2.6,1,1,1,1,1,1,1,1,1,20,20,0,0,0,0,20,20,1.6,1,2.6,1,5,1,0,[0|0|0],1,1,3.4
1921,Standard Catalyst +21,1.63,1.63,1.63,1.63,1.84,1,1,2.68,2.68,2.68,2.68,1,1,1,1,1,1,1,1,1,21,21,0,0,0,0,21,21,1.63,1,2.68,1,5.2,1,0,[0|0|0],1,1,3.52
1922,Standard Catalyst +22,1.66,1.66,1.66,1.66,1.88,1,1,2.76,2.76,2.76,2.76,1,1,1,1,1,1,1,1,1,22,22,0,0,0,0,22,22,1.66,1,2.76,1,5.4,1,0,[0|0|0],1,1,3.64
1923,Standard Catalyst +23,1.69,1.69,1.69,1.69,1.92,1,1,2.84,2.84,2.84,2.84,1,1,1,1,1,1,1,1,1,23,23,0,0,0,0,23,23,1.69,1,2.84,1,5.6,1,0,[0|0|0],1,1,3.76
1924,Standard Catalyst +24,1.72,1.72,1.72,1.72,1.96,1,1,2.92,2.92,2.92,2.92,1,1,1,1,1,1,1,1,1,24,24,0,0,0,0,24,24,1.72,1,2.92,1,5.8,1,0,[0|0|0],1,1,3.88
1925,Standard Catalyst +25,1.75,1.75,1.75,1.75,2,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,25,25,0,0,0,0,25,25,1.75,1,3,1,6,1,0,[0|0|0],1,1,4
2000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,[0|0|0],1,1,1
2001,,1.03,1.03,1.03,1.03,1.04,1,1,1.05,1.05,1.05,1.05,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1.03,1,1.05,1,1.2,1,0,[0|0|0],1,1,1.12
2002,,1.06,1.06,1.06,1.06,1.08,1,1,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,1.06,1,1.1,1,1.4,1,0,[0|0|0],1,1,1.24
2003,,1.09,1.09,1.09,1.09,1.12,1,1,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,1.09,1,1.15,1,1.6,1,0,[0|0|0],1,1,1.36
2004,,1.12,1.12,1.12,1.12,1.16,1,1,1.2,1.2,1.2,1.2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,4,1.12,1,1.2,1,1.8,1,0,[0|0|0],1,1,1.48
2005,,1.15,1.15,1.15,1.15,1.2,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,5,1.15,1,1.25,1,2,1,0,[0|0|0],1,1,1.6
2006,,1.18,1.18,1.18,1.18,1.24,1,1,1.3,1.3,1.3,1.3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6,6,1.18,1,1.3,1,2.2,1,0,[0|0|0],1,1,1.72
2007,,1.21,1.21,1.21,1.21,1.28,1,1,1.35,1.35,1.35,1.35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7,7,1.21,1,1.35,1,2.4,1,0,[0|0|0],1,1,1.84
2008,,1.24,1.24,1.24,1.24,1.32,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,8,1.24,1,1.4,1,2.6,1,0,[0|0|0],1,1,1.96
2009,,1.27,1.27,1.27,1.27,1.36,1,1,1.43,1.43,1.43,1.43,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9,9,1.27,1,1.43,1,2.8,1,0,[0|0|0],1,1,2.08
2010,,1.3,1.3,1.3,1.3,1.4,1,1,1.45,1.45,1.45,1.45,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,10,1.3,1,1.45,1,3,1,0,[0|0|0],1,1,2.2
2011,,1.33,1.33,1.33,1.33,1.44,1,1,1.47,1.47,1.47,1.47,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,11,1.33,1,1.47,1,3.2,1,0,[0|0|0],1,1,2.32
2012,,1.36,1.36,1.36,1.36,1.48,1,1,1.49,1.49,1.49,1.49,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,12,1.36,1,1.49,1,3.4,1,0,[0|0|0],1,1,2.44
2013,,1.39,1.39,1.39,1.39,1.52,1,1,1.51,1.51,1.51,1.51,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,13,13,1.39,1,1.51,1,3.6,1,0,[0|0|0],1,1,2.56
2014,,1.42,1.42,1.42,1.42,1.56,1,1,1.53,1.53,1.53,1.53,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,14,14,1.42,1,1.53,1,3.8,1,0,[0|0|0],1,1,2.68
2015,,1.45,1.45,1.45,1.45,1.6,1,1,1.55,1.55,1.55,1.55,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,15,15,1.45,1,1.55,1,4,1,0,[0|0|0],1,1,2.8
2016,,1.48,1.48,1.48,1.48,1.64,1,1,1.57,1.57,1.57,1.57,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,16,16,1.48,1,1.57,1,4.2,1,0,[0|0|0],1,1,2.92
2017,,1.51,1.51,1.51,1.51,1.68,1,1,1.59,1.59,1.59,1.59,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,17,17,1.51,1,1.59,1,4.4,1,0,[0|0|0],1,1,3.04
2018,,1.54,1.54,1.54,1.54,1.72,1,1,1.6,1.6,1.6,1.6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,18,18,1.54,1,1.6,1,4.6,1,0,[0|0|0],1,1,3.16
2019,,1.57,1.57,1.57,1.57,1.76,1,1,1.62,1.62,1.62,1.62,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,19,19,1.57,1,1.62,1,4.8,1,0,[0|0|0],1,1,3.28
2020,,1.6,1.6,1.6,1.6,1.8,1,1,1.64,1.64,1.64,1.64,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,20,1.6,1,1.64,1,5,1,0,[0|0|0],1,1,3.4
2021,,1.63,1.63,1.63,1.63,1.84,1,1,1.65,1.65,1.65,1.65,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21,21,1.63,1,1.65,1,5.2,1,0,[0|0|0],1,1,3.52
2022,,1.66,1.66,1.66,1.66,1.88,1,1,1.66,1.66,1.66,1.66,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,22,22,1.66,1,1.66,1,5.4,1,0,[0|0|0],1,1,3.64
2023,,1.69,1.69,1.69,1.69,1.92,1,1,1.67,1.67,1.67,1.67,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,23,23,1.69,1,1.67,1,5.6,1,0,[0|0|0],1,1,3.76
2024,,1.72,1.72,1.72,1.72,1.96,1,1,1.68,1.68,1.68,1.68,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,24,24,1.72,1,1.68,1,5.8,1,0,[0|0|0],1,1,3.88
2025,,1.75,1.75,1.75,1.75,2,1,1,1.69,1.69,1.69,1.69,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,25,25,1.75,1,1.69,1,6,1,0,[0|0|0],1,1,4
2100,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,[0|0|0],1,1,1
2101,,1.03,1.03,1.03,1.03,1.04,1,1,1.07,1.07,1.07,1.07,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1.03,1,1.07,1,1.2,1,0,[0|0|0],1,1,1.12
2102,,1.06,1.06,1.06,1.06,1.08,1,1,1.14,1.14,1.14,1.14,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,1.06,1,1.14,1,1.4,1,0,[0|0|0],1,1,1.24
2103,,1.09,1.09,1.09,1.09,1.12,1,1,1.21,1.21,1.21,1.21,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,1.09,1,1.21,1,1.6,1,0,[0|0|0],1,1,1.36
2104,,1.12,1.12,1.12,1.12,1.16,1,1,1.28,1.28,1.28,1.28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,4,1.12,1,1.28,1,1.8,1,0,[0|0|0],1,1,1.48
2105,,1.15,1.15,1.15,1.15,1.2,1,1,1.35,1.35,1.35,1.35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,5,1.15,1,1.35,1,2,1,0,[0|0|0],1,1,1.6
2106,,1.18,1.18,1.18,1.18,1.24,1,1,1.42,1.42,1.42,1.42,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6,6,1.18,1,1.42,1,2.2,1,0,[0|0|0],1,1,1.72
2107,,1.21,1.21,1.21,1.21,1.28,1,1,1.49,1.49,1.49,1.49,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7,7,1.21,1,1.49,1,2.4,1,0,[0|0|0],1,1,1.84
2108,,1.24,1.24,1.24,1.24,1.32,1,1,1.56,1.56,1.56,1.56,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,8,1.24,1,1.56,1,2.6,1,0,[0|0|0],1,1,1.96
2109,,1.27,1.27,1.27,1.27,1.36,1,1,1.63,1.63,1.63,1.63,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9,9,1.27,1,1.63,1,2.8,1,0,[0|0|0],1,1,2.08
2110,,1.3,1.3,1.3,1.3,1.4,1,1,1.7,1.7,1.7,1.7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,10,1.3,1,1.7,1,3,1,0,[0|0|0],1,1,2.2
2111,,1.33,1.33,1.33,1.33,1.44,1,1,1.73,1.73,1.73,1.73,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,11,1.33,1,1.73,1,3.2,1,0,[0|0|0],1,1,2.32
2112,,1.36,1.36,1.36,1.36,1.48,1,1,1.76,1.76,1.76,1.76,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,12,1.36,1,1.76,1,3.4,1,0,[0|0|0],1,1,2.44
2113,,1.39,1.39,1.39,1.39,1.52,1,1,1.79,1.79,1.79,1.79,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,13,13,1.39,1,1.79,1,3.6,1,0,[0|0|0],1,1,2.56
2114,,1.42,1.42,1.42,1.42,1.56,1,1,1.82,1.82,1.82,1.82,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,14,14,1.42,1,1.82,1,3.8,1,0,[0|0|0],1,1,2.68
2115,,1.45,1.45,1.45,1.45,1.6,1,1,1.85,1.85,1.85,1.85,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,15,15,1.45,1,1.85,1,4,1,0,[0|0|0],1,1,2.8
2116,,1.48,1.48,1.48,1.48,1.64,1,1,1.88,1.88,1.88,1.88,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,16,16,1.48,1,1.88,1,4.2,1,0,[0|0|0],1,1,2.92
2117,,1.51,1.51,1.51,1.51,1.68,1,1,1.91,1.91,1.91,1.91,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,17,17,1.51,1,1.91,1,4.4,1,0,[0|0|0],1,1,3.04
2118,,1.54,1.54,1.54,1.54,1.72,1,1,1.94,1.94,1.94,1.94,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,18,18,1.54,1,1.94,1,4.6,1,0,[0|0|0],1,1,3.16
2119,,1.57,1.57,1.57,1.57,1.76,1,1,1.97,1.97,1.97,1.97,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,19,19,1.57,1,1.97,1,4.8,1,0,[0|0|0],1,1,3.28
2120,,1.6,1.6,1.6,1.6,1.8,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,20,20,1.6,1,2,1,5,1,0,[0|0|0],1,1,3.4
2121,,1.63,1.63,1.63,1.63,1.84,1,1,2.02,2.02,2.02,2.02,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21,21,1.63,1,2.02,1,5.2,1,0,[0|0|0],1,1,3.52
2122,,1.66,1.66,1.66,1.66,1.88,1,1,2.04,2.04,2.04,2.04,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,22,22,1.66,1,2.04,1,5.4,1,0,[0|0|0],1,1,3.64
2123,,1.69,1.69,1.69,1.69,1.92,1,1,2.06,2.06,2.06,2.06,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,23,23,1.69,1,2.06,1,5.6,1,0,[0|0|0],1,1,3.76
2124,,1.72,1.72,1.72,1.72,1.96,1,1,2.08,2.08,2.08,2.08,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,24,24,1.72,1,2.08,1,5.8,1,0,[0|0|0],1,1,3.88
2125,,1.75,1.75,1.75,1.75,2,1,1,2.1,2.1,2.1,2.1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,25,25,1.75,1,2.1,1,6,1,0,[0|0|0],1,1,4
2200,Unique +0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,[0|0|0],1,1,1
2201,Unique +1,1.145,1.145,1.145,1.145,1.1,1,1,1.08,1.08,1.08,1.08,1,1,1,1,1,1,1,1,1.01,2,2,0,0,0,0,1,2,1.145,1,1.08,1,1.5,1,0,[0|0|0],1,1,1.3
2202,Unique +2,1.29,1.29,1.29,1.29,1.2,1,1,1.16,1.16,1.16,1.16,1,1,1,1,1,1,1,1,1.02,5,5,0,0,0,0,2,5,1.29,1,1.16,1,2,1,0,[0|0|0],1,1,1.6
2203,Unique +3,1.435,1.435,1.435,1.435,1.3,1,1,1.24,1.24,1.24,1.24,1,1,1,1,1,1,1,1,1.03,7,7,0,0,0,0,3,7,1.435,1,1.24,1,2.5,1,0,[0|0|0],1,1,1.9
2204,Unique +4,1.58,1.58,1.58,1.58,1.4,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1.04,10,10,0,0,0,0,4,10,1.58,1,1.32,1,3,1,0,[0|0|0],1,1,2.2
2205,Unique +5,1.725,1.725,1.725,1.725,1.5,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1.05,12,12,0,0,0,0,5,12,1.725,1,1.4,1,3.5,1,0,[0|0|0],1,1,2.5
2206,Unique +6,1.87,1.87,1.87,1.87,1.6,1,1,1.48,1.48,1.48,1.48,1,1,1,1,1,1,1,1,1.06,15,15,0,0,0,0,6,15,1.87,1,1.48,1,4,1,0,[0|0|0],1,1,2.8
2207,Unique +7,2.015,2.015,2.015,2.015,1.7,1,1,1.56,1.56,1.56,1.56,1,1,1,1,1,1,1,1,1.07,17,17,0,0,0,0,7,17,2.015,1,1.56,1,4.5,1,0,[0|0|0],1,1,3.1
2208,Unique +8,2.16,2.16,2.16,2.16,1.8,1,1,1.64,1.64,1.64,1.64,1,1,1,1,1,1,1,1,1.08,20,20,0,0,0,0,8,20,2.16,1,1.64,1,5,1,0,[0|0|0],1,1,3.4
2209,Unique +9,2.305,2.305,2.305,2.305,1.9,1,1,1.72,1.72,1.72,1.72,1,1,1,1,1,1,1,1,1.09,22,22,0,0,0,0,9,22,2.305,1,1.72,1,5.5,1,0,[0|0|0],1,1,3.7
2210,Unique +10,2.45,2.45,2.45,2.45,2,1,1,1.8,1.8,1.8,1.8,1,1,1,1,1,1,1,1,1.1,25,25,0,0,0,0,10,25,2.45,1,1.8,1,6,1,0,[0|0|0],1,1,4
2400,Unique Catalyst +0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,[0|0|0],1,1,1
2401,Unique Catalyst +1,1.145,1.145,1.145,1.145,1.1,1,1,1.2,1.2,1.2,1.2,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,2,1.145,1,1.2,1,1.5,1,0,[0|0|0],1,1,1.3
2402,Unique Catalyst +2,1.29,1.29,1.29,1.29,1.2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1,5,5,0,0,0,0,2,5,1.29,1,1.4,1,2,1,0,[0|0|0],1,1,1.6
2403,Unique Catalyst +3,1.435,1.435,1.435,1.435,1.3,1,1,1.6,1.6,1.6,1.6,1,1,1,1,1,1,1,1,1,7,7,0,0,0,0,3,7,1.435,1,1.6,1,2.5,1,0,[0|0|0],1,1,1.9
2404,Unique Catalyst +4,1.58,1.58,1.58,1.58,1.4,1,1,1.8,1.8,1.8,1.8,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0,4,10,1.58,1,1.8,1,3,1,0,[0|0|0],1,1,2.2
2405,Unique Catalyst +5,1.725,1.725,1.725,1.725,1.5,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0,5,12,1.725,1,2,1,3.5,1,0,[0|0|0],1,1,2.5
2406,Unique Catalyst +6,1.87,1.87,1.87,1.87,1.6,1,1,2.2,2.2,2.2,2.2,1,1,1,1,1,1,1,1,1,15,15,0,0,0,0,6,15,1.87,1,2.2,1,4,1,0,[0|0|0],1,1,2.8
2407,Unique Catalyst +7,2.015,2.015,2.015,2.015,1.7,1,1,2.4,2.4,2.4,2.4,1,1,1,1,1,1,1,1,1,17,17,0,0,0,0,7,17,2.015,1,2.4,1,4.5,1,0,[0|0|0],1,1,3.1
2408,Unique Catalyst +8,2.16,2.16,2.16,2.16,1.8,1,1,2.6,2.6,2.6,2.6,1,1,1,1,1,1,1,1,1,20,20,0,0,0,0,8,20,2.16,1,2.6,1,5,1,0,[0|0|0],1,1,3.4
2409,Unique Catalyst +9,2.305,2.305,2.305,2.305,1.9,1,1,2.8,2.8,2.8,2.8,1,1,1,1,1,1,1,1,1,22,22,0,0,0,0,9,22,2.305,1,2.8,1,5.5,1,0,[0|0|0],1,1,3.7
2410,Unique Catalyst +10,2.45,2.45,2.45,2.45,2,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,25,25,0,0,0,0,10,25,2.45,1,3,1,6,1,0,[0|0|0],1,1,4
2500,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,[0|0|0],1,1,1
2501,,1.0756,1.0756,1.0756,1.0756,1.088,1,1,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1.0756,1,1.15,1,1.5,1,0,[0|0|0],1,1,1.3
2502,,1.1512,1.1512,1.1512,1.1512,1.176,1,1,1.3,1.3,1.3,1.3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,5,1.1512,1,1.3,1,2,1,0,[0|0|0],1,1,1.6
2503,,1.2268,1.2268,1.2268,1.2268,1.264,1,1,1.45,1.45,1.45,1.45,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,7,1.2268,1,1.45,1,2.5,1,0,[0|0|0],1,1,1.9
2504,,1.3024,1.3024,1.3024,1.3024,1.352,1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,10,1.3024,1,1.5,1,3,1,0,[0|0|0],1,1,2.2
2505,,1.378,1.378,1.378,1.378,1.44,1,1,1.55,1.55,1.55,1.55,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,12,1.378,1,1.55,1,3.5,1,0,[0|0|0],1,1,2.5
2506,,1.4536,1.4536,1.4536,1.4536,1.528,1,1,1.6,1.6,1.6,1.6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6,15,1.4536,1,1.6,1,4,1,0,[0|0|0],1,1,2.8
2507,,1.5292,1.5292,1.5292,1.5292,1.616,1,1,1.63,1.63,1.63,1.63,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7,17,1.5292,1,1.63,1,4.5,1,0,[0|0|0],1,1,3.1
2508,,1.6048,1.6048,1.6048,1.6048,1.704,1,1,1.66,1.66,1.66,1.66,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,20,1.6048,1,1.66,1,5,1,0,[0|0|0],1,1,3.4
2509,,1.6804,1.6804,1.6804,1.6804,1.792,1,1,1.69,1.69,1.69,1.69,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9,22,1.6804,1,1.69,1,5.5,1,0,[0|0|0],1,1,3.7
2510,,1.75,1.75,1.75,1.75,2,1,1,1.73,1.73,1.73,1.73,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,25,1.75,1,1.73,1,6,1,0,[0|0|0],1,1,4
2600,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,[0|0|0],1,1,1
2601,,1.075,1.075,1.075,1.075,1.1,1,1,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1.075,1,1.15,1,1.5,1,0,[0|0|0],1,1,1.3
2602,,1.15,1.15,1.15,1.15,1.2,1,1,1.3,1.3,1.3,1.3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,5,1.15,1,1.3,1,2,1,0,[0|0|0],1,1,1.6
2603,,1.225,1.225,1.225,1.225,1.3,1,1,1.45,1.45,1.45,1.45,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,7,1.225,1,1.45,1,2.5,1,0,[0|0|0],1,1,1.9
2604,,1.3,1.3,1.3,1.3,1.4,1,1,1.6,1.6,1.6,1.6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,10,1.3,1,1.6,1,3,1,0,[0|0|0],1,1,2.2
2605,,1.375,1.375,1.375,1.375,1.5,1,1,1.75,1.75,1.75,1.75,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,12,1.375,1,1.75,1,3.5,1,0,[0|0|0],1,1,2.5
2606,,1.45,1.45,1.45,1.45,1.6,1,1,1.9,1.9,1.9,1.9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6,15,1.45,1,1.9,1,4,1,0,[0|0|0],1,1,2.8
2607,,1.525,1.525,1.525,1.525,1.7,1,1,2.05,2.05,2.05,2.05,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7,17,1.525,1,2.05,1,4.5,1,0,[0|0|0],1,1,3.1
2608,,1.6,1.6,1.6,1.6,1.8,1,1,2.2,2.2,2.2,2.2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,20,1.6,1,2.2,1,5,1,0,[0|0|0],1,1,3.4
2609,,1.675,1.675,1.675,1.675,1.9,1,1,2.35,2.35,2.35,2.35,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9,22,1.675,1,2.35,1,5.5,1,0,[0|0|0],1,1,3.7
2610,,1.75,1.75,1.75,1.75,2,1,1,2.5,2.5,2.5,2.5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,25,1.75,1,2.5,1,6,1,0,[0|0|0],1,1,4
2700,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,[0|0|0],1,1,1
2701,,1.075,1.075,1.075,1.075,1.1,1,1,1.05,1.05,1.05,1.05,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1.075,1,1.05,1,1.5,1,0,[0|0|0],1,1,1.3
2702,,1.15,1.15,1.15,1.15,1.2,1,1,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,5,1.15,1,1.1,1,2,1,0,[0|0|0],1,1,1.6
2703,,1.225,1.225,1.225,1.225,1.3,1,1,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,7,1.225,1,1.15,1,2.5,1,0,[0|0|0],1,1,1.9
2704,,1.3,1.3,1.3,1.3,1.4,1,1,1.2,1.2,1.2,1.2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,10,1.3,1,1.2,1,3,1,0,[0|0|0],1,1,2.2
2705,,1.375,1.375,1.375,1.375,1.5,1,1,1.24,1.24,1.24,1.24,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,12,1.375,1,1.24,1,3.5,1,0,[0|0|0],1,1,2.5
2706,,1.45,1.45,1.45,1.45,1.6,1,1,1.28,1.28,1.28,1.28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6,15,1.45,1,1.28,1,4,1,0,[0|0|0],1,1,2.8
2707,,1.525,1.525,1.525,1.525,1.7,1,1,1.31,1.31,1.31,1.31,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,7,17,1.525,1,1.31,1,4.5,1,0,[0|0|0],1,1,3.1
2708,,1.6,1.6,1.6,1.6,1.8,1,1,1.34,1.34,1.34,1.34,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8,20,1.6,1,1.34,1,5,1,0,[0|0|0],1,1,3.4
